id,name,lat,lng,own,date
1482,噶岿悼007,35.195937,126.951596,堡林堡开矫 合备没,2020-06-30
1483,噶岿悼008,35.1960436,126.951355,堡林堡开矫 合备没,2020-06-30
1484,噶岿悼009,35.195605,126.951765,堡林堡开矫 合备没,2020-06-30
1485,噶岿悼010,35.195377,126.951439,堡林堡开矫 合备没,2020-06-30
1486,噶岿悼011,35.194853,126.952302,堡林堡开矫 合备没,2020-06-30
1487,噶岿悼012,35.194803,126.952786,堡林堡开矫 合备没,2020-06-30
1488,噶岿悼013,35.194661,126.9529819,堡林堡开矫 合备没,2020-06-30
1489,噶岿悼014,35.1949244,126.953297,堡林堡开矫 合备没,2020-06-30
1490,噶岿悼015,35.1953311,126.9533476,堡林堡开矫 合备没,2020-06-30
1491,噶岿悼016,35.195673,126.953389,堡林堡开矫 合备没,2020-06-30
1492,噶岿悼017,35.1959122,126.953388,堡林堡开矫 合备没,2020-06-30
1493,噶岿悼019,35.195823,126.953003,堡林堡开矫 合备没,2020-06-30
1494,噶岿悼020,35.196169,126.953328,堡林堡开矫 合备没,2020-06-30
1495,噶岿悼022,35.196371,126.952711,堡林堡开矫 合备没,2020-06-30
1496,噶岿悼023,35.196151,126.952395,堡林堡开矫 合备没,2020-06-30
1497,噶岿悼024,35.195865,126.952607,堡林堡开矫 合备没,2020-06-30
1498,噶岿悼025,35.195823,126.9519106,堡林堡开矫 合备没,2020-06-30
1499,噶岿悼026,35.195356,126.951044,堡林堡开矫 合备没,2020-06-30
1500,噶岿悼027,35.195263,126.950792,堡林堡开矫 合备没,2020-06-30
1501,噶岿悼028,35.195241,126.9502166,堡林堡开矫 合备没,2020-06-30
1502,噶岿悼029,35.195055,126.949642,堡林堡开矫 合备没,2020-06-30
1503,噶岿悼030,35.194953,126.949336,堡林堡开矫 合备没,2020-06-30
1504,噶岿悼031,35.194988,126.951246,堡林堡开矫 合备没,2020-06-30
1505,噶岿悼032,35.193633,126.951966,堡林堡开矫 合备没,2020-06-30
1506,噶岿悼033,35.196874,126.952539,堡林堡开矫 合备没,2020-06-30
1507,噶岿悼034,35.197275,126.953094,堡林堡开矫 合备没,2020-06-30
1508,噶岿悼035,35.196912,126.959062,堡林堡开矫 合备没,2020-06-30
1509,噶岿悼036,35.1974902,126.958471,堡林堡开矫 合备没,2020-06-30
1510,噶岿悼037,35.197998,126.957423,堡林堡开矫 合备没,2020-06-30
1511,噶岿悼038,35.197711,126.956603,堡林堡开矫 合备没,2020-06-30
1512,噶岿悼039,35.197713,126.955746,堡林堡开矫 合备没,2020-06-30
1513,噶岿悼040,35.197668,126.954781,堡林堡开矫 合备没,2020-06-30
1514,噶岿悼041,35.197178,126.954391,堡林堡开矫 合备没,2020-06-30
1515,噶岿悼042,35.199627,126.951911,堡林堡开矫 合备没,2020-06-30
1516,噶岿悼043,35.1998817,126.951436,堡林堡开矫 合备没,2020-06-30
1517,噶岿悼044,35.2078631,126.9505453,堡林堡开矫 合备没,2020-06-30
1518,噶岿悼045,35.2167961,126.9477853,堡林堡开矫 合备没,2020-06-30
1519,噶岿悼046,35.201481,126.953765,堡林堡开矫 合备没,2020-06-30
1520,噶岿悼047,35.201443,126.9535878,堡林堡开矫 合备没,2020-06-30
1521,噶岿悼048,35.201862,126.953936,堡林堡开矫 合备没,2020-06-30
1522,噶岿悼049,35.202232,126.954052,堡林堡开矫 合备没,2020-06-30
1523,噶岿悼050,35.202103,126.953691,堡林堡开矫 合备没,2020-06-30
1524,噶岿悼051,35.202047,126.953483,堡林堡开矫 合备没,2020-06-30
1525,噶岿悼052,35.201857,126.953431,堡林堡开矫 合备没,2020-06-30
1526,噶岿悼053,35.202601,126.953949,堡林堡开矫 合备没,2020-06-30
1527,噶岿悼054,35.203094,126.953635,堡林堡开矫 合备没,2020-06-30
1528,噶岿悼055,35.203524,126.953377,堡林堡开矫 合备没,2020-06-30
1529,噶岿悼056,35.203303,126.952786,堡林堡开矫 合备没,2020-06-30
1530,噶岿悼057,35.203598,126.952519,堡林堡开矫 合备没,2020-06-30
1531,噶岿悼058,35.203832,126.9523374,堡林堡开矫 合备没,2020-06-30
1532,噶岿悼059,35.204034,126.952876,堡林堡开矫 合备没,2020-06-30
1533,噶岿悼060,35.204191,126.952248,堡林堡开矫 合备没,2020-06-30
1534,噶岿悼061,35.20417117,126.951938,堡林堡开矫 合备没,2020-06-30
1535,噶岿悼062,35.204571,126.951452,堡林堡开矫 合备没,2020-06-30
1536,噶岿悼063,35.204619,126.951814,堡林堡开矫 合备没,2020-06-30
1537,噶岿悼064,35.205119,126.952192,堡林堡开矫 合备没,2020-06-30
1538,噶岿悼065,35.204645,126.952648,堡林堡开矫 合备没,2020-06-30
1539,噶岿悼066,35.204333,126.9530377,堡林堡开矫 合备没,2020-06-30
1540,噶岿悼067,35.204866,126.953228,堡林堡开矫 合备没,2020-06-30
1541,噶岿悼068,35.205405,126.951925,堡林堡开矫 合备没,2020-06-30
1542,噶岿悼069,35.205744,126.9518636,堡林堡开矫 合备没,2020-06-30
1543,噶岿悼070,35.205688,126.952328,堡林堡开矫 合备没,2020-06-30
1544,噶岿悼071,35.2066494,126.944267,堡林堡开矫 合备没,2020-06-30
1545,噶岿悼072,35.2063051,126.951116,堡林堡开矫 合备没,2020-06-30
1546,噶岿悼073,35.206448,126.950594,堡林堡开矫 合备没,2020-06-30
1547,噶岿悼074,35.207145,126.949937,堡林堡开矫 合备没,2020-06-30
1548,噶岿悼075,35.207472,126.949153,堡林堡开矫 合备没,2020-06-30
1549,噶岿悼076,35.2062603,126.949364,堡林堡开矫 合备没,2020-06-30
1550,噶岿悼077,35.206019,126.948996,堡林堡开矫 合备没,2020-06-30
1551,噶岿悼078,35.207821,126.948819,堡林堡开矫 合备没,2020-06-30
1552,噶岿悼079,35.208195,126.948364,堡林堡开矫 合备没,2020-06-30
1553,噶岿悼080,35.208523,126.947766,堡林堡开矫 合备没,2020-06-30
1554,噶岿悼081,35.209167,126.947088,堡林堡开矫 合备没,2020-06-30
1555,噶岿悼082,35.209599,126.946139,堡林堡开矫 合备没,2020-06-30
1556,噶岿悼083,35.210071,126.945407,堡林堡开矫 合备没,2020-06-30
1557,噶岿悼084,35.210827,126.9483592,堡林堡开矫 合备没,2020-06-30
1558,噶岿悼085,35.211286,126.949356,堡林堡开矫 合备没,2020-06-30
1559,噶岿悼086,35.210801,126.949516,堡林堡开矫 合备没,2020-06-30
1560,噶岿悼087,35.210154,126.949744,堡林堡开矫 合备没,2020-06-30
1561,噶岿悼088,35.210149,126.949151,堡林堡开矫 合备没,2020-06-30
1562,噶岿悼089,35.210228,126.947876,堡林堡开矫 合备没,2020-06-30
1563,噶岿悼090,35.210311,126.950203,堡林堡开矫 合备没,2020-06-30
1564,噶岿悼091,35.210511,126.950366,堡林堡开矫 合备没,2020-06-30
1565,噶岿悼092,35.210857,126.950713,堡林堡开矫 合备没,2020-06-30
1566,噶岿悼093,35.210117,126.950667,堡林堡开矫 合备没,2020-06-30
1567,噶岿悼094,35.210096,126.951337,堡林堡开矫 合备没,2020-06-30
1568,噶岿悼095,35.2102689,126.951478,堡林堡开矫 合备没,2020-06-30
1569,噶岿悼096,35.210334,126.951818,堡林堡开矫 合备没,2020-06-30
1570,噶岿悼097,35.210101,126.9518559,堡林堡开矫 合备没,2020-06-30
1571,噶岿悼098,35.209727,126.951375,堡林堡开矫 合备没,2020-06-30
1572,噶岿悼099,35.209083,126.951998,堡林堡开矫 合备没,2020-06-30
1573,噶岿悼101,35.209759,126.949881,堡林堡开矫 合备没,2020-06-30
1574,噶岿悼102,35.209219,126.950064,堡林堡开矫 合备没,2020-06-30
1575,噶岿悼103,35.2073207,126.9507363,堡林堡开矫 合备没,2020-06-30
1576,噶岿悼104,35.212887,126.948852,堡林堡开矫 合备没,2020-06-30
1577,噶岿悼105,35.212493,126.949231,堡林堡开矫 合备没,2020-06-30
1578,噶岿悼106,35.212935,126.949192,堡林堡开矫 合备没,2020-06-30
1579,噶岿悼107,35.213331,126.949165,堡林堡开矫 合备没,2020-06-30
1580,噶岿悼108,35.213642,126.949633,堡林堡开矫 合备没,2020-06-30
1581,噶岿悼109,35.213592,126.949129,堡林堡开矫 合备没,2020-06-30
1582,噶岿悼110,35.213772,126.949127,堡林堡开矫 合备没,2020-06-30
1583,噶岿悼111,35.213997,126.949102,堡林堡开矫 合备没,2020-06-30
1584,噶岿悼113,35.215922,126.947506,堡林堡开矫 合备没,2020-06-30
1585,噶岿悼114,35.216455,126.947675,堡林堡开矫 合备没,2020-06-30
1586,噶岿悼115,35.2170399,126.9478716,堡林堡开矫 合备没,2020-06-30
1587,噶岿悼116,35.2172385,126.9479197,堡林堡开矫 合备没,2020-06-30
1588,噶岿悼118,35.200569,126.953557,堡林堡开矫 合备没,2020-06-30
1589,噶岿悼119,35.200146,126.953629,堡林堡开矫 合备没,2020-06-30
1590,噶岿悼120,35.198624,126.953714,堡林堡开矫 合备没,2020-06-30
1591,噶岿悼121,35.197856,126.953603,堡林堡开矫 合备没,2020-06-30
1592,噶岿悼122,35.197548,126.953409,堡林堡开矫 合备没,2020-06-30
1593,噶岿悼123,35.197278,126.953435,堡林堡开矫 合备没,2020-06-30
1594,噶岿悼124,35.196756,126.953463,堡林堡开矫 合备没,2020-06-30
1595,噶岿悼125,35.194857,126.953872,堡林堡开矫 合备没,2020-06-30
1596,噶岿悼126,35.193931,126.954005,堡林堡开矫 合备没,2020-06-30
1597,噶岿悼127,35.191932,126.954338,堡林堡开矫 合备没,2020-06-30
1598,噶岿悼128,35.190932,126.9554963,堡林堡开矫 合备没,2020-06-30
1599,噶岿悼129,35.190474,126.954631,堡林堡开矫 合备没,2020-06-30
1600,噶岿悼130,35.190172,126.955096,堡林堡开矫 合备没,2020-06-30
1601,噶岿悼131,35.189354,126.956479,堡林堡开矫 合备没,2020-06-30
1602,噶岿悼132,35.201074,126.953562,堡林堡开矫 合备没,2020-06-30
1603,噶岿悼133,35.204098,126.953018,堡林堡开矫 合备没,2020-06-30
1604,噶岿悼134,35.194434,126.9537695,堡林堡开矫 合备没,2020-06-30
1605,噶岿悼135,35.1964167,126.9535398,堡林堡开矫 合备没,2020-06-30
1606,噶岿悼136,35.196591,126.953158,堡林堡开矫 合备没,2020-06-30
1607,噶岿悼137,35.1962495,126.9514648,堡林堡开矫 合备没,2020-06-30
1608,噶岿悼138,35.2002352,126.9525058,堡林堡开矫 合备没,2020-06-30
1609,噶岿悼139,35.2027312,126.9591354,堡林堡开矫 合备没,2020-06-30
1610,噶岿悼140,35.2040042,126.9584788,堡林堡开矫 合备没,2020-06-30
1611,噶岿悼141,35.1965945,126.9519733,堡林堡开矫 合备没,2020-06-30
1612,噶岿悼142,35.2070176,126.9508466,堡林堡开矫 合备没,2020-06-30
1613,噶岿悼143,35.2051742,126.9579931,堡林堡开矫 合备没,2020-06-30
1614,噶岿悼144,35.2048044,126.9529585,堡林堡开矫 合备没,2020-06-30
1615,概邦悼001,35.187811,126.898206,堡林堡开矫 合备没,2020-06-30
1616,概邦悼002,35.187891,126.898008,堡林堡开矫 合备没,2020-06-30
1617,概邦悼003,35.187915,126.897711,堡林堡开矫 合备没,2020-06-30
1618,概邦悼004,35.188029,126.897402,堡林堡开矫 合备没,2020-06-30
1619,概邦悼005,35.188053,126.897083,堡林堡开矫 合备没,2020-06-30
1620,概邦悼006,35.188726,126.894768,堡林堡开矫 合备没,2020-06-30
1621,概邦悼007,35.189459,126.895033,堡林堡开矫 合备没,2020-06-30
1622,概邦悼008,35.189828,126.895028,堡林堡开矫 合备没,2020-06-30
1623,概邦悼009,35.189982,126.895026,堡林堡开矫 合备没,2020-06-30
1624,概邦悼010,35.190207,126.895023,堡林堡开矫 合备没,2020-06-30
1625,概邦悼011,35.190369,126.895032,堡林堡开矫 合备没,2020-06-30
1626,概邦悼012,35.190585,126.895007,堡林堡开矫 合备没,2020-06-30
1627,概邦悼013,35.190367,126.894812,堡林堡开矫 合备没,2020-06-30
1628,概邦悼014,35.190401,126.894548,堡林堡开矫 合备没,2020-06-30
1629,概邦悼015,35.190298,126.894121,堡林堡开矫 合备没,2020-06-30
1630,概邦悼016,35.191031,126.894408,堡林堡开矫 合备没,2020-06-30
1631,概邦悼017,35.191182,126.894241,堡林堡开矫 合备没,2020-06-30
1632,概邦悼018,35.191343,126.894085,堡林堡开矫 合备没,2020-06-30
1633,概邦悼019,35.191459,126.893897,堡林堡开矫 合备没,2020-06-30
1634,概邦悼020,35.191376,126.893733,堡林堡开矫 合备没,2020-06-30
1635,概邦悼021,35.191211,126.893461,堡林堡开矫 合备没,2020-06-30
1636,概邦悼022,35.191629,126.892797,堡林堡开矫 合备没,2020-06-30
1637,概邦悼023,35.191766,126.893003,堡林堡开矫 合备没,2020-06-30
1638,概邦悼024,35.191903,126.893232,堡林堡开矫 合备没,2020-06-30
1639,概邦悼025,35.192403,126.892698,堡林堡开矫 合备没,2020-06-30
1640,概邦悼026,35.192487,126.893016,堡林堡开矫 合备没,2020-06-30
1641,概邦悼027,35.192184,126.893437,堡林堡开矫 合备没,2020-06-30
1642,概邦悼028,35.191961,126.893506,堡林堡开矫 合备没,2020-06-30
1643,概邦悼029,35.191647,126.893796,堡林堡开矫 合备没,2020-06-30
1644,概邦悼030,35.191507,126.894314,堡林堡开矫 合备没,2020-06-30
1645,概邦悼031,35.191969,126.8945607,堡林堡开矫 合备没,2020-06-30
1646,概邦悼032,35.192262,126.894973,堡林堡开矫 合备没,2020-06-30
1647,概邦悼033,35.192233,126.894776,堡林堡开矫 合备没,2020-06-30
1648,概邦悼034,35.192084,126.894328,堡林堡开矫 合备没,2020-06-30
1649,概邦悼035,35.192173,126.894129,堡林堡开矫 合备没,2020-06-30
1650,概邦悼036,35.192216,126.893909,堡林堡开矫 合备没,2020-06-30
1651,概邦悼037,35.192268,126.893721,堡林堡开矫 合备没,2020-06-30
1652,概邦悼038,35.192312,126.893545,堡林堡开矫 合备没,2020-06-30
1653,概邦悼039,35.192619,126.893629,堡林堡开矫 合备没,2020-06-30
1654,概邦悼040,35.193133,126.893622,堡林堡开矫 合备没,2020-06-30
1655,概邦悼041,35.193604,126.893901,堡林堡开矫 合备没,2020-06-30
1656,概邦悼042,35.193625,126.894197,堡林堡开矫 合备没,2020-06-30
1657,概邦悼043,35.193646,126.894526,堡林堡开矫 合备没,2020-06-30
1658,概邦悼044,35.194047,126.895059,堡林堡开矫 合备没,2020-06-30
1659,概邦悼045,35.194374,126.895274,堡林堡开矫 合备没,2020-06-30
1660,概邦悼046,35.1932049,126.894465,堡林堡开矫 合备没,2020-06-30
1661,概邦悼047,35.192807,126.894494,堡林堡开矫 合备没,2020-06-30
1662,概邦悼048,35.1928622,126.894055,堡林堡开矫 合备没,2020-06-30
1663,概邦悼049,35.193326,126.894047,堡林堡开矫 合备没,2020-06-30
1664,概邦悼050,35.192465,126.894575,堡林堡开矫 合备没,2020-06-30
1665,概邦悼051,35.1925364,126.8941517,堡林堡开矫 合备没,2020-06-30
1666,概邦悼052,35.191894,126.895198,堡林堡开矫 合备没,2020-06-30
1667,概邦悼053,35.191745,126.8948718,堡林堡开矫 合备没,2020-06-30
1668,概邦悼054,35.191386,126.894842,堡林堡开矫 合备没,2020-06-30
1669,概邦悼055,35.190865,126.895047,堡林堡开矫 合备没,2020-06-30
1670,概邦悼056,35.191081,126.895044,堡林堡开矫 合备没,2020-06-30
1671,概邦悼057,35.191155,126.895252,堡林堡开矫 合备没,2020-06-30
1672,概邦悼058,35.191131,126.895581,堡林堡开矫 合备没,2020-06-30
1673,概邦悼059,35.194009,126.8914935,堡林堡开矫 合备没,2020-06-30
1674,概邦悼060,35.1940032,126.8917571,堡林堡开矫 合备没,2020-06-30
1675,概邦悼061,35.191574,126.890755,堡林堡开矫 合备没,2020-06-30
1676,概邦悼062,35.191549,126.891008,堡林堡开矫 合备没,2020-06-30
1677,概邦悼063,35.191553,126.891403,堡林堡开矫 合备没,2020-06-30
1678,概邦悼064,35.1915574,126.8916842,堡林堡开矫 合备没,2020-06-30
1679,概邦悼065,35.1915553,126.8921763,堡林堡开矫 合备没,2020-06-30
1680,概邦悼068,35.188219,126.890592,堡林堡开矫 合备没,2020-06-30
1681,概邦悼070,35.188526,126.890577,堡林堡开矫 合备没,2020-06-30
1682,概邦悼071,35.189618,126.888739,堡林堡开矫 合备没,2020-06-30
1683,概邦悼072,35.190055,126.889249,堡林堡开矫 合备没,2020-06-30
1684,概邦悼073,35.189779,126.889637,堡林堡开矫 合备没,2020-06-30
1685,概邦悼074,35.190393,126.888718,堡林堡开矫 合备没,2020-06-30
1686,概邦悼075,35.190453,126.889431,堡林堡开矫 合备没,2020-06-30
1687,概邦悼076,35.190577,126.889198,堡林堡开矫 合备没,2020-06-30
1688,概邦悼077,35.190275,126.888664,堡林堡开矫 合备没,2020-06-30
1689,概邦悼081,35.188237,126.891547,堡林堡开矫 合备没,2020-06-30
1690,概邦悼082,35.188296,126.891096,堡林堡开矫 合备没,2020-06-30
1691,概邦悼083,35.188484,126.890896,堡林堡开矫 合备没,2020-06-30
1692,概邦悼084,35.188674,126.8910834,堡林堡开矫 合备没,2020-06-30
1693,概邦悼085,35.188596,126.891311,堡林堡开矫 合备没,2020-06-30
1694,概邦悼086,35.188616,126.891597,堡林堡开矫 合备没,2020-06-30
1695,概邦悼087,35.188187,126.891998,堡林堡开矫 合备没,2020-06-30
1696,概邦悼088,35.1884456,126.891952,堡林堡开矫 合备没,2020-06-30
1697,概邦悼089,35.188547,126.891961,堡林堡开矫 合备没,2020-06-30
1698,概邦悼091,35.189548,126.891957,堡林堡开矫 合备没,2020-06-30
1699,概邦悼092,35.189691,126.891802,堡林堡开矫 合备没,2020-06-30
1700,概邦悼093,35.189714,126.891395,堡林堡开矫 合备没,2020-06-30
1701,概邦悼094,35.189709,126.890868,堡林堡开矫 合备没,2020-06-30
1702,概邦悼095,35.190116,126.891573,堡林堡开矫 合备没,2020-06-30
1703,概邦悼096,35.190123,126.891752,堡林堡开矫 合备没,2020-06-30
1704,概邦悼097,35.190287,126.891958,堡林堡开矫 合备没,2020-06-30
1705,概邦悼098,35.190458,126.891956,堡林堡开矫 合备没,2020-06-30
1706,概邦悼099,35.190684,126.891975,堡林堡开矫 合备没,2020-06-30
1707,概邦悼100,35.190704,126.892183,堡林堡开矫 合备没,2020-06-30
1708,概邦悼101,35.188935,126.893942,堡林堡开矫 合备没,2020-06-30
1709,概邦悼102,35.188779,126.893626,堡林堡开矫 合备没,2020-06-30
1710,概邦悼103,35.1888631,126.893352,堡林堡开矫 合备没,2020-06-30
1711,概邦悼104,35.188891,126.893053,堡林堡开矫 合备没,2020-06-30
1712,概邦悼105,35.189233,126.892983,堡林堡开矫 合备没,2020-06-30
1713,概邦悼106,35.189321,126.8927196,堡林堡开矫 合备没,2020-06-30
1714,概邦悼107,35.1897113,126.892472,堡林堡开矫 合备没,2020-06-30
1715,概邦悼108,35.188583,126.892948,堡林堡开矫 合备没,2020-06-30
1716,概邦悼109,35.188482,126.892675,堡林堡开矫 合备没,2020-06-30
1717,概邦悼110,35.188888,126.892691,堡林堡开矫 合备没,2020-06-30
1718,概邦悼111,35.188697,126.892518,堡林堡开矫 合备没,2020-06-30
1719,概邦悼112,35.189037,126.892261,堡林堡开矫 合备没,2020-06-30
1720,概邦悼113,35.188712,126.892221,堡林堡开矫 合备没,2020-06-30
1721,概邦悼114,35.188298,126.892249,堡林堡开矫 合备没,2020-06-30
1722,概邦悼116,35.188038,126.892428,堡林堡开矫 合备没,2020-06-30
1723,概邦悼117,35.1878798,126.892706,堡林堡开矫 合备没,2020-06-30
1724,概邦悼118,35.192727,126.893649,堡林堡开矫 合备没,2020-06-30
1725,概邦悼119,35.189759,126.886475,堡林堡开矫 合备没,2020-06-30
1726,概邦悼120,35.189978,126.888756,堡林堡开矫 合备没,2020-06-30
1727,概邦悼121,35.186781,126.8916825,堡林堡开矫 合备没,2020-06-30
1728,概邦悼122,35.186546,126.891943,堡林堡开矫 合备没,2020-06-30
1729,概邦悼123,35.186339,126.891935,堡林堡开矫 合备没,2020-06-30
1730,概邦悼124,35.189008,126.895028,堡林堡开矫 合备没,2020-06-30
1731,概邦悼125,35.191633,126.895245,堡林堡开矫 合备没,2020-06-30
1732,概邦悼126,35.185111,126.887481,堡林堡开矫 合备没,2020-06-30
1733,概邦悼127,35.185098,126.887373,堡林堡开矫 合备没,2020-06-30
1734,概邦悼128,35.191559,126.8925497,堡林堡开矫 合备没,2020-06-30
1735,概邦悼129,35.1915469,126.8919259,堡林堡开矫 合备没,2020-06-30
1736,概邦悼130,35.1881709,126.8948123,堡林堡开矫 合备没,2020-06-30
1737,概邦悼131,35.1884255,126.8925203,堡林堡开矫 合备没,2020-06-30
1738,概邦悼132,35.1908163,126.8927881,堡林堡开矫 合备没,2020-06-30
1739,概邦悼133,35.1907381,126.892479,堡林堡开矫 合备没,2020-06-30
1740,概邦悼134,35.1902635,126.889909,堡林堡开矫 合备没,2020-06-30
1741,概邦悼135,35.192477,126.8943575,堡林堡开矫 合备没,2020-06-30
1742,概邦悼136,35.190375,126.8896588,堡林堡开矫 合备没,2020-06-30
1743,巩蕊1悼001,35.190317,126.927413,堡林堡开矫 合备没,2020-06-30
1744,巩蕊1悼002,35.189758,126.928321,堡林堡开矫 合备没,2020-06-30
1745,巩蕊1悼003,35.189588,126.928466,堡林堡开矫 合备没,2020-06-30
1746,巩蕊1悼004,35.189407,126.928424,堡林堡开矫 合备没,2020-06-30
1747,巩蕊1悼005,35.188891,126.928189,堡林堡开矫 合备没,2020-06-30
1748,巩蕊1悼006,35.188612,126.928204,堡林堡开矫 合备没,2020-06-30
1749,巩蕊1悼007,35.188797,126.927718,堡林堡开矫 合备没,2020-06-30
1750,巩蕊1悼008,35.188897,126.927849,堡林堡开矫 合备没,2020-06-30
1751,巩蕊1悼009,35.189296,126.928074,堡林堡开矫 合备没,2020-06-30
1752,巩蕊1悼010,35.189521,126.928115,堡林堡开矫 合备没,2020-06-30
1753,巩蕊1悼011,35.189782,126.928057,堡林堡开矫 合备没,2020-06-30
1754,巩蕊1悼012,35.189464,126.927797,堡林堡开矫 合备没,2020-06-30
1755,巩蕊1悼013,35.189192,126.927548,堡林堡开矫 合备没,2020-06-30
1756,巩蕊1悼014,35.189047,126.927452,堡林堡开矫 合备没,2020-06-30
1757,巩蕊1悼015,35.188956,126.9274678,堡林堡开矫 合备没,2020-06-30
1758,巩蕊1悼016,35.189178,126.927022,堡林堡开矫 合备没,2020-06-30
1759,巩蕊1悼017,35.189469,126.927248,堡林堡开矫 合备没,2020-06-30
1760,巩蕊1悼018,35.189724,126.9273795,堡林堡开矫 合备没,2020-06-30
1761,巩蕊1悼019,35.189959,126.927615,堡林堡开矫 合备没,2020-06-30
1762,巩蕊1悼020,35.190054,126.927186,堡林堡开矫 合备没,2020-06-30
1763,巩蕊1悼021,35.189773,126.926959,堡林堡开矫 合备没,2020-06-30
1764,巩蕊1悼022,35.189546,126.926808,堡林堡开矫 合备没,2020-06-30
1765,巩蕊1悼023,35.1893927,126.9266675,堡林堡开矫 合备没,2020-06-30
1766,巩蕊1悼024,35.189001,126.926343,堡林堡开矫 合备没,2020-06-30
1767,巩蕊1悼025,35.1889138,126.9266312,堡林堡开矫 合备没,2020-06-30
1768,巩蕊1悼026,35.1887827,126.9268669,堡林堡开矫 合备没,2020-06-30
1769,巩蕊1悼027,35.1886162,126.9271212,堡林堡开矫 合备没,2020-06-30
1770,巩蕊1悼028,35.1884486,126.9275112,堡林堡开矫 合备没,2020-06-30
1771,巩蕊1悼029,35.1883274,126.9277593,堡林堡开矫 合备没,2020-06-30
1772,巩蕊1悼030,35.1882272,126.9280856,堡林堡开矫 合备没,2020-06-30
1773,巩蕊1悼031,35.1879173,126.9280461,堡林堡开矫 合备没,2020-06-30
1774,巩蕊1悼032,35.1875984,126.9276272,堡林堡开矫 合备没,2020-06-30
1775,巩蕊1悼033,35.1878015,126.927531,堡林堡开矫 合备没,2020-06-30
1776,巩蕊1悼034,35.1880591,126.927474,堡林堡开矫 合备没,2020-06-30
1777,巩蕊1悼035,35.1882192,126.9271666,堡林堡开矫 合备没,2020-06-30
1778,巩蕊1悼036,35.1883244,126.9269644,堡林堡开矫 合备没,2020-06-30
1779,巩蕊1悼037,35.1880267,126.926674,堡林堡开矫 合备没,2020-06-30
1780,巩蕊1悼038,35.1878711,126.9269203,堡林堡开矫 合备没,2020-06-30
1781,巩蕊1悼039,35.1877053,126.9272924,堡林堡开矫 合备没,2020-06-30
1782,巩蕊1悼040,35.187296,126.9275435,堡林堡开矫 合备没,2020-06-30
1783,巩蕊1悼041,35.187004,126.9272384,堡林堡开矫 合备没,2020-06-30
1784,巩蕊1悼042,35.1869161,126.9278497,堡林堡开矫 合备没,2020-06-30
1785,巩蕊1悼043,35.186542,126.927528,堡林堡开矫 合备没,2020-06-30
1786,巩蕊1悼044,35.1872791,126.9279937,堡林堡开矫 合备没,2020-06-30
1787,巩蕊1悼045,35.1865828,126.9264563,堡林堡开矫 合备没,2020-06-30
1788,巩蕊1悼046,35.1861504,126.9261521,堡林堡开矫 合备没,2020-06-30
1789,巩蕊1悼047,35.1859875,126.9260324,堡林堡开矫 合备没,2020-06-30
1790,巩蕊1悼048,35.1861662,126.9256852,堡林堡开矫 合备没,2020-06-30
1791,巩蕊1悼049,35.186354,126.9253489,堡林堡开矫 合备没,2020-06-30
1792,巩蕊1悼050,35.186473,126.925937,堡林堡开矫 合备没,2020-06-30
1793,巩蕊1悼051,35.186719,126.926165,堡林堡开矫 合备没,2020-06-30
1794,巩蕊1悼052,35.186826,126.926042,堡林堡开矫 合备没,2020-06-30
1795,巩蕊1悼053(胶付飘),35.187105,126.925995,堡林堡开矫 合备没,2020-06-30
1796,巩蕊1悼054,35.186732,126.9257805,堡林堡开矫 合备没,2020-06-30
1797,巩蕊1悼055,35.186469,126.925399,堡林堡开矫 合备没,2020-06-30
1798,巩蕊1悼056,35.186599,126.924849,堡林堡开矫 合备没,2020-06-30
1799,巩蕊1悼057,35.186776,126.924517,堡林堡开矫 合备没,2020-06-30
1800,巩蕊1悼058,35.187541,126.926329,堡林堡开矫 合备没,2020-06-30
1801,巩蕊1悼059,35.187462,126.926638,堡林堡开矫 合备没,2020-06-30
1802,巩蕊1悼060,35.1873701,126.9268354,堡林堡开矫 合备没,2020-06-30
1803,巩蕊1悼061,35.1872191,126.9271207,堡林堡开矫 合备没,2020-06-30
1804,巩蕊1悼062,35.187786,126.926535,堡林堡开矫 合备没,2020-06-30
1805,巩蕊1悼063,35.187737,126.926118,堡林堡开矫 合备没,2020-06-30
1806,巩蕊1悼064,35.187981,126.926159,堡林堡开矫 合备没,2020-06-30
1807,巩蕊1悼065,35.1880546,126.926256,堡林堡开矫 合备没,2020-06-30
1808,巩蕊1悼066,35.188235,126.926364,堡林堡开矫 合备没,2020-06-30
1809,巩蕊1悼067,35.1884964,126.926461,堡林堡开矫 合备没,2020-06-30
1810,巩蕊1悼068,35.188553,126.926624,堡林堡开矫 合备没,2020-06-30
1811,巩蕊1悼069,35.188729,126.926149,堡林堡开矫 合备没,2020-06-30
1812,巩蕊1悼070,35.188429,126.925933,堡林堡开矫 合备没,2020-06-30
1813,巩蕊1悼071,35.188139,126.925696,堡林堡开矫 合备没,2020-06-30
1814,巩蕊1悼072,35.188074,126.9255714,堡林堡开矫 合备没,2020-06-30
1815,巩蕊1悼073,35.190043,126.927944,堡林堡开矫 合备没,2020-06-30
1816,巩蕊1悼074,35.190842,126.922487,堡林堡开矫 合备没,2020-06-30
1817,巩蕊1悼075,35.190875,126.922168,堡林堡开矫 合备没,2020-06-30
1818,巩蕊1悼076,35.190801,126.921927,堡林堡开矫 合备没,2020-06-30
